HD,SpType
121976,A3/5 (V)        
121977,G5/K0 (III)     
121978,G3 IB/II        
121981,G8 IV/V           
121982,F0 V              
121983,B3 II             
121984,B9 V             
121985,F3/5 V           
121986,F3/5 IV/V (+ A/F)
121987,B7 V             
121988,G8/K1 III        
121989,G8 III           
121990,G0 V             
121991,A0 V            
121992,A1/2 V          
121993,K2/3 III        
121994,A7/8 III/IV     
121998,G8/K0 III         
121999,F8                
122000,K0 III            
122001,G5 III            
122002,B9 II/III       
122003,F5 IV           
122004,F3/5 V          
122009,F3/5 V            
122010,G6/8 IV           
122011,K0 III            
122012,K2 III            
122013,A9 V             
122014,K0/1 III         
122015,A7 V             
122016,K5/M0 III        
122017,A2 V            
122018,A0/1 V          
122019,A1/2 V          
122023,G0/1 V            
122024,B9 III(p Si)      
122025,G6 V              
122026,A1/2 III/IV       
122027,K3/4 III          
122028,F5 V             
122029,B9 IV/V          
122030,B8/9 III/IV      
122031,A1 IV           
122032,A0 V            
122033,A1/3            
122034,A0 V            
122035,A3 V(N)         
122036,F2 IB/II        
122039,M1 III            
122040,F6 V              
122041,G8/K0 III/IV      
122042,G8 IV             
122043,K1 (III)          
122044,K1 III            
122045,A9 V              
122046,G8 III           
122047,F5 V             
122048,K0 III           
122049,A0              
122050,F0 IV/V         
122053,F3 V              
122054,F8/G1             
122055,K1/2 III          
122056,A1/2 IV           
122057,K2 III           
122058,K1 II/III        
122059,K1 III           
122060,K0 III          
122061,B9 V            
122062,K2 III          
122063,F0 V            
122065,K3 III            
122066,F6 V              
122067,F2 V              
122068,K0 III/IV         
122069,K1 III            
122070,K0 III            
122071,K0 III            
122072,G6/8 (III)       
122073,F2 V             
122074,K1 III           
122075,K2 II            
122076,A0 IV            
122077,A0/1 V          
122078,G5 IV           
122084,K0 III            
122085,K1 III            
122086,G6 V              
122087,K3/4 III          
122088,A4 IV/V           
122089,F3 V              
122090,G0 V              
122091,G8/K0            
122092,K3/5             
122093,A9 V             
122094,G3 V             
122095,G8/K0 III       
122096,K4 II/III       
122097,K2/3 III        
122098,B7 II           
122099,G8 (IV)         
122100,A2 V            
122101,A5/7 IV/V       
122102,F6 V            
122104,G8 IV             
122105,F6 V              
122106,F6 V              
122107,F2 V              
122108,G8 III            
122109,A0 V              
122110,K0 III            
122111,G8/K0 III        
122112,M1 III           
122113,K0 III           
122114,A7 V             
122115,K3 III           
122116,B7 II           
122117,B9/A0 V         
122118,K1 II/III       
122119,K2 III          
122121,G8 III            
122122,K0/1 III          
122123,F6 V              
122124,F6 V              
122125,K0 III            
122126,K3 III            
122127,A3 IV/V           
122128,A9 V             
122129,F8/G0 V          
122130,A0 V            
122131,F0 IV           
122134,K2 III            
122135,K0 III            
122136,G6 V              
122137,A1/2 + (F)        
122138,G6 III           
122139,K1 III           
122140,F5 V             
122141,F0 IV           
122142,B4 V            
122143,G8 IV           
122144,G8/K1 III + A/F 
122145,B5 III          
122146,B7 VN           
122154,K3 III            
122155,A1 II/III         
122156,F5/6 V            
122157,F6 V              
122158,A4/5 V           
122159,B8 IV/V          
122160,F3/5 III         
122161,G8/K1           
122162,B7/9 III/IV     
122163,B2/5            
122164,G8/K0 III       
122165,K2 III          
122166,B9 V            
122169,F3 V              
122170,F3/5 V            
122171,K0 III            
122172,G8 IV             
122173,F6/7 V            
122174,B9 VN             
122175,A0/1 V           
122176,A2/3 (IV)        
122177,A1/2 III/IV     
122178,B9 IB/II        
122179,B8/9 II/III     
122180,B2/3 III        
122182,A9 V              
122183,K1 III            
122184,F0 V              
122185,K0 III            
122186,G6/8 III        
122187,B9 V            
122190,B9 IV/V           
122191,G3 V              
122192,F6 V              
122193,G8 III/IV         
122194,G3 V              
122195,K2 III            
122196,F0 (V)W           
122197,A7 III           
122198,B9/A0 IV/V      
122199,G6/8 III        
122203,K4 III            
122204,F5 V              
122205,F5 V              
122206,A2 IV             
122207,K4 (III)          
122208,AP SRCREU         
122209,K5/M0 III         
122210,K1 III            
122211,B8/A0 IV/V      
122212,F0/2 V          
122213,A4/6 V          
122215,F6 V              
122216,K1 III            
122217,K0 V              
122218,K2 III            
122219,B8/9 V            
122220,G8/K0 (III)       
122221,F0 V              
122222,M4 III            
122223,F7 II/III        
122224,K1 III           
122225,A0 V             
122226,G1               
122227,B8 IV           
122228,A2 III/IV       
122230,A9 V              
122231,K1 III           
122232,F3/5 V          
122233,B8 III/IV       
122234,G3 V            
122235,G8/K0 (III)     
122238,K1 III            
122239,A2                
122240,K0 III            
122241,F5 V              
122242,G8 III/IV         
122243,G0 V              
122244,G8 IV             
122245,F8/G2 + F         
122246,B9 V             
122247,A1 V            
122248,B8/9 II/III     
122249,B5 III          
122250,M7 III          
122254,F7/8  V           
122255,F6 V              
122256,M1 III            
122257,K0 III/IV         
122258,F0 V              
122259,A3 IV/V           
122260,A9 V             
122261,K1 (III)         
122262,K1/2 III         
122263,F2 V             
122264,AP SI           
122265,M2 III          
122266,G3 V              
122267,F5/7 V            
122268,K0 III            
122269,G8 III            
122270,K0 III            
122271,A2 III/IV         
122272,F5 V              
122273,G6/K0            
122274,A1 V             
122275,A7/8 V           
122276,A9 V             
122277,G8/K0 III + F/G  
122278,K5              
122279,F0 IV/V         
122280,A1 III/IV       
122281,F6/8 (V)        
122282,B5/7P SHELL     
122286,G5/6 V            
122287,F2 V              
122288,G3 V              
122289,F3 V              
122290,F0 IV/V           
122291,A9 V              
122292,A4/5 IV/V         
122293,K1/2 III         
122294,F3/5 (IV)        
122295,F0 V             
122296,K2 III          
122297,A2 IV           
122302,F6 V              
122303,K5/M0 V           
122304,G1 IV             
122305,F6 IV/V           
122306,F6 V             
122307,B9 IV            
122308,G8 V             
122309,B9.5/A0 V       
122310,A2/5 IV/V       
122311,G8 IV           
122312,B8/9 V          
122313,O5/7            
122314,A5 IV/VS        
122317,K0 III/IV         
122318,G1/2 V            
122319,F7 V              
122320,F2 V              
122321,K4/5             
122322,A2 IV            
122323,G3/5 IV         
122324,B0.5 IA         
122325,A1 IV/V         
122329,G0 V              
122330,F0 V              
122331,K2 III            
122332,K1 III            
122333,G6 IV            
122334,M2/3 III         
122335,K0 (III)         
122336,A2 V             
122337,G2/3 V          
122338,A9 V            
122339,F6 V            
122340,A1/2 VN         
122341,G0 V            
122342,A7 V            
122346,K0/1  III         
122347,F6/7 V            
122348,K3 III            
122349,F3 V              
122350,G8/K0 V           
122351,F2/3 V            
122352,F3 V              
122353,K1/2 (III)       
122354,A3/5 III         
122355,M0 III           
122356,G5 III/IV        
122357,B9.5 V           
122358,G8 III          
122359,B8/9 IV/V       
122360,K0 III          
122361,G5 II/III       
122367,F3/5 (IV)         
122368,G3/5 V            
122369,K5 III            
122370,Fm delta DEL      
122371,K0 III            
122372,FM DELTA DEL      
122373,K0 III           
122374,A2/3 V           
122375,A1 V             
122376,K1 IIICNII       
122377,G8 III           
122378,G6/K0 (III)     
122379,AP SI           
122380,K3/5            
122381,A8/F0           
122382,B9/A0 IV/V      
122388,K1 III            
122389,G8 III/IV         
122390,F5 V              
122391,K0/1 V            
122392,K2/3 (III)        
122393,K0 III            
122394,A0 V              
122395,A8/F0            
122396,B9/A0 V          
122397,F2/3 III         
122398,A8/F0 IV/V      
122399,F3/5 IV/V       
122400,B8 V            
122401,B5 III          
122402,G8/K0 (III)     
122403,G3 V            
122406,K0/1 III          
122407,K0/1 III          
